tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-07-23,DKI2 (Kelapa Gading),48.0,9.0,24.0,43.0,11.0,48.0,PM10,BAIK
2015-07-24,DKI2 (Kelapa Gading),49.0,12.0,23.0,42.0,10.0,49.0,PM10,BAIK
2015-07-25,DKI2 (Kelapa Gading),54.0,22.0,24.0,44.0,9.0,54.0,PM10,SEDANG
2015-07-26,DKI2 (Kelapa Gading),57.0,11.0,25.0,57.0,9.0,57.0,PM10,SEDANG
2015-07-27,DKI2 (Kelapa Gading),53.0,10.0,26.0,45.0,14.0,53.0,PM10,SEDANG
2015-07-28,DKI2 (Kelapa Gading),50.0,15.0,26.0,38.0,12.0,50.0,PM10,BAIK
2015-07-29,DKI2 (Kelapa Gading),55.0,13.0,26.0,38.0,13.0,55.0,PM10,SEDANG
2015-07-30,DKI2 (Kelapa Gading),55.0,19.0,28.0,46.0,13.0,55.0,PM10,SEDANG
2015-07-31,DKI2 (Kelapa Gading),59.0,29.0,27.0,58.0,15.0,59.0,PM10,SEDANG
2015-07-01,DKI3 (Jagakarsa),50.0,13.0,30.0,65.0,7.0,65.0,O3,SEDANG
2015-07-02,DKI3 (Jagakarsa),31.0,13.0,23.0,75.0,6.0,75.0,O3,SEDANG
2015-07-03,DKI3 (Jagakarsa),20.0,14.0,24.0,87.0,12.0,87.0,O3,SEDANG
2015-07-04,DKI3 (Jagakarsa),21.0,14.0,22.0,94.0,8.0,94.0,O3,SEDANG
2015-07-05,DKI3 (Jagakarsa),31.0,14.0,52.0,79.0,15.0,79.0,O3,SEDANG
2015-07-06,DKI3 (Jagakarsa),26.0,15.0,23.0,95.0,11.0,95.0,O3,SEDANG
2015-07-07,DKI3 (Jagakarsa),26.0,15.0,21.0,123.0,20.0,123.0,O3,TIDAK SEHAT
2015-07-08,DKI3 (Jagakarsa),17.0,14.0,23.0,109.0,12.0,109.0,O3,TIDAK SEHAT
2015-07-09,DKI3 (Jagakarsa),14.0,13.0,20.0,95.0,8.0,95.0,O3,SEDANG
2015-07-10,DKI3 (Jagakarsa),23.0,14.0,21.0,86.0,8.0,86.0,O3,SEDANG
2015-07-11,DKI3 (Jagakarsa),20.0,14.0,22.0,77.0,9.0,77.0,O3,SEDANG
2015-07-12,DKI3 (Jagakarsa),20.0,15.0,21.0,64.0,7.0,64.0,O3,SEDANG
2015-07-13,DKI3 (Jagakarsa),17.0,15.0,20.0,54.0,6.0,54.0,O3,SEDANG
2015-07-14,DKI3 (Jagakarsa),19.0,14.0,21.0,53.0,6.0,53.0,O3,SEDANG
2015-07-15,DKI3 (Jagakarsa),15.0,14.0,25.0,39.0,6.0,39.0,O3,BAIK
2015-07-16,DKI3 (Jagakarsa),16.0,14.0,19.0,45.0,5.0,45.0,O3,BAIK
2015-07-17,DKI3 (Jagakarsa),21.0,14.0,31.0,44.0,7.0,44.0,O3,BAIK
2015-07-18,DKI3 (Jagakarsa),17.0,13.0,18.0,58.0,5.0,58.0,O3,SEDANG
2015-07-19,DKI3 (Jagakarsa),15.0,13.0,21.0,56.0,5.0,56.0,O3,SEDANG
2015-07-20,DKI3 (Jagakarsa),16.0,13.0,19.0,61.0,4.0,61.0,O3,SEDANG
2015-07-21,DKI3 (Jagakarsa),12.0,14.0,18.0,64.0,4.0,64.0,O3,SEDANG
2015-07-22,DKI3 (Jagakarsa),9.0,14.0,21.0,61.0,6.0,61.0,O3,SEDANG
2015-07-23,DKI3 (Jagakarsa),19.0,14.0,30.0,56.0,6.0,56.0,O3,SEDANG
2015-07-24,DKI3 (Jagakarsa),15.0,14.0,20.0,53.0,7.0,53.0,O3,SEDANG
2015-07-25,DKI3 (Jagakarsa),12.0,14.0,23.0,79.0,6.0,79.0,O3,SEDANG
2015-07-26,DKI3 (Jagakarsa),16.0,13.0,27.0,80.0,8.0,80.0,O3,SEDANG
2015-07-27,DKI3 (Jagakarsa),19.0,13.0,26.0,82.0,10.0,82.0,O3,SEDANG
2015-07-28,DKI3 (Jagakarsa),18.0,14.0,26.0,66.0,8.0,66.0,O3,SEDANG
2015-07-29,DKI3 (Jagakarsa),17.0,15.0,23.0,54.0,10.0,54.0,O3,SEDANG
2015-07-30,DKI3 (Jagakarsa),30.0,14.0,26.0,73.0,8.0,73.0,O3,SEDANG
2015-07-31,DKI3 (Jagakarsa),13.0,14.0,23.0,82.0,6.0,82.0,O3,SEDANG
2015-07-01,DKI4 (Lubang Buaya),83.0,27.0,7.0,86.0,14.0,86.0,O3,SEDANG
2015-07-02,DKI4 (Lubang Buaya),86.0,28.0,10.0,93.0,15.0,93.0,O3,SEDANG
2015-07-05,DKI4 (Lubang Buaya),110.0,30.0,15.0,50.0,16.0,110.0,PM10,TIDAK SEHAT
2015-07-08,DKI4 (Lubang Buaya),81.0,26.0,8.0,89.0,11.0,89.0,O3,SEDANG
2015-07-09,DKI4 (Lubang Buaya),81.0,29.0,8.0,83.0,16.0,83.0,O3,SEDANG
2015-07-10,DKI4 (Lubang Buaya),73.0,29.0,6.0,66.0,16.0,73.0,PM10,SEDANG
2015-07-11,DKI4 (Lubang Buaya),65.0,26.0,7.0,41.0,10.0,65.0,PM10,SEDANG
2015-07-12,DKI4 (Lubang Buaya),63.0,26.0,5.0,44.0,9.0,63.0,PM10,SEDANG
2015-07-13,DKI4 (Lubang Buaya),58.0,26.0,5.0,38.0,6.0,58.0,PM10,SEDANG
2015-07-14,DKI4 (Lubang Buaya),70.0,26.0,6.0,31.0,7.0,70.0,PM10,SEDANG
2015-07-16,DKI4 (Lubang Buaya),55.0,26.0,4.0,41.0,7.0,55.0,PM10,SEDANG
2015-07-19,DKI4 (Lubang Buaya),54.0,26.0,5.0,50.0,6.0,54.0,PM10,SEDANG
2015-07-31,DKI4 (Lubang Buaya),79.0,26.0,8.0,59.0,10.0,79.0,PM10,SEDANG
2015-07-01,DKI5 (Kebon Jeruk),71.0,12.0,16.0,74.0,10.0,74.0,O3,SEDANG
2015-07-02,DKI5 (Kebon Jeruk),72.0,12.0,17.0,67.0,11.0,72.0,PM10,SEDANG
2015-07-03,DKI5 (Kebon Jeruk),75.0,11.0,19.0,99.0,11.0,99.0,O3,SEDANG
2015-07-04,DKI5 (Kebon Jeruk),76.0,13.0,19.0,77.0,11.0,77.0,O3,SEDANG
2015-07-05,DKI5 (Kebon Jeruk),114.0,12.0,46.0,87.0,16.0,114.0,PM10,TIDAK SEHAT
2015-07-06,DKI5 (Kebon Jeruk),77.0,12.0,22.0,84.0,12.0,84.0,O3,SEDANG
2015-07-07,DKI5 (Kebon Jeruk),76.0,14.0,19.0,91.0,13.0,91.0,O3,SEDANG
2015-07-08,DKI5 (Kebon Jeruk),77.0,11.0,19.0,76.0,11.0,77.0,PM10,SEDANG
2015-07-09,DKI5 (Kebon Jeruk),70.0,11.0,14.0,72.0,9.0,72.0,O3,SEDANG
2015-07-10,DKI5 (Kebon Jeruk),71.0,12.0,17.0,73.0,10.0,73.0,O3,SEDANG
2015-07-11,DKI5 (Kebon Jeruk),70.0,12.0,16.0,51.0,13.0,70.0,PM10,SEDANG
2015-07-12,DKI5 (Kebon Jeruk),59.0,12.0,13.0,35.0,10.0,59.0,PM10,SEDANG
2015-07-13,DKI5 (Kebon Jeruk),60.0,14.0,11.0,29.0,11.0,60.0,PM10,SEDANG
2015-07-14,DKI5 (Kebon Jeruk),61.0,11.0,13.0,27.0,9.0,61.0,PM10,SEDANG
2015-07-15,DKI5 (Kebon Jeruk),60.0,11.0,14.0,27.0,8.0,60.0,PM10,SEDANG
2015-07-16,DKI5 (Kebon Jeruk),45.0,13.0,11.0,30.0,7.0,45.0,PM10,BAIK
2015-07-17,DKI5 (Kebon Jeruk),55.0,12.0,13.0,38.0,6.0,55.0,PM10,SEDANG
2015-07-18,DKI5 (Kebon Jeruk),49.0,11.0,10.0,37.0,6.0,49.0,PM10,BAIK
2015-07-19,DKI5 (Kebon Jeruk),45.0,11.0,8.0,36.0,7.0,45.0,PM10,BAIK
2015-07-20,DKI5 (Kebon Jeruk),52.0,10.0,10.0,40.0,7.0,52.0,PM10,SEDANG
2015-07-21,DKI5 (Kebon Jeruk),48.0,11.0,9.0,34.0,8.0,48.0,PM10,BAIK
2015-07-22,DKI5 (Kebon Jeruk),53.0,12.0,11.0,58.0,8.0,58.0,O3,SEDANG
2015-07-23,DKI5 (Kebon Jeruk),58.0,11.0,12.0,40.0,8.0,58.0,PM10,SEDANG
2015-07-24,DKI5 (Kebon Jeruk),59.0,11.0,11.0,36.0,7.0,59.0,PM10,SEDANG
2015-07-25,DKI5 (Kebon Jeruk),52.0,12.0,11.0,58.0,8.0,58.0,O3,SEDANG
2015-07-26,DKI5 (Kebon Jeruk),58.0,11.0,15.0,76.0,11.0,76.0,O3,SEDANG
2015-07-27,DKI5 (Kebon Jeruk),61.0,10.0,16.0,49.0,10.0,61.0,PM10,SEDANG
2015-07-28,DKI5 (Kebon Jeruk),51.0,12.0,14.0,43.0,10.0,51.0,PM10,SEDANG
2015-07-29,DKI5 (Kebon Jeruk),53.0,13.0,13.0,40.0,11.0,53.0,PM10,SEDANG
2015-07-30,DKI5 (Kebon Jeruk),60.0,11.0,17.0,58.0,10.0,60.0,PM10,SEDANG
2015-07-31,DKI5 (Kebon Jeruk),67.0,11.0,19.0,77.0,11.0,77.0,O3,SEDANG
2015-08-01,DKI1 (Bunderan HI),64.0,30.0,28.0,54.0,20.0,64.0,PM10,SEDANG
2015-08-02,DKI1 (Bunderan HI),67.0,27.0,19.0,63.0,15.0,67.0,PM10,SEDANG
2015-08-03,DKI1 (Bunderan HI),60.0,35.0,25.0,36.0,17.0,60.0,PM10,SEDANG
2015-08-04,DKI1 (Bunderan HI),76.0,38.0,27.0,43.0,24.0,76.0,PM10,SEDANG
2015-08-05,DKI1 (Bunderan HI),71.0,35.0,21.0,52.0,20.0,71.0,PM10,SEDANG
2015-08-06,DKI1 (Bunderan HI),66.0,34.0,24.0,51.0,19.0,66.0,PM10,SEDANG
2015-08-07,DKI1 (Bunderan HI),60.0,31.0,19.0,63.0,18.0,63.0,O3,SEDANG
2015-08-09,DKI1 (Bunderan HI),74.0,30.0,17.0,49.0,20.0,74.0,PM10,SEDANG
2015-08-10,DKI1 (Bunderan HI),59.0,29.0,23.0,44.0,13.0,59.0,PM10,SEDANG
2015-08-11,DKI1 (Bunderan HI),62.0,29.0,24.0,41.0,15.0,62.0,PM10,SEDANG
2015-08-12,DKI1 (Bunderan HI),60.0,26.0,20.0,45.0,22.0,60.0,PM10,SEDANG
2015-08-13,DKI1 (Bunderan HI),71.0,25.0,27.0,38.0,19.0,71.0,PM10,SEDANG
2015-08-14,DKI1 (Bunderan HI),59.0,25.0,22.0,34.0,13.0,59.0,PM10,SEDANG
2015-08-15,DKI1 (Bunderan HI),55.0,25.0,19.0,44.0,16.0,55.0,PM10,SEDANG
2015-08-16,DKI1 (Bunderan HI),61.0,25.0,14.0,44.0,10.0,61.0,PM10,SEDANG
2015-08-17,DKI1 (Bunderan HI),53.0,27.0,13.0,39.0,14.0,53.0,PM10,SEDANG
2015-08-18,DKI1 (Bunderan HI),56.0,29.0,23.0,38.0,18.0,56.0,PM10,SEDANG
2015-08-19,DKI1 (Bunderan HI),62.0,29.0,24.0,52.0,16.0,62.0,PM10,SEDANG
2015-08-20,DKI1 (Bunderan HI),73.0,26.0,25.0,51.0,28.0,73.0,PM10,SEDANG
2015-08-21,DKI1 (Bunderan HI),67.0,28.0,21.0,57.0,22.0,67.0,PM10,SEDANG
2015-08-22,DKI1 (Bunderan HI),65.0,32.0,18.0,55.0,19.0,65.0,PM10,SEDANG
2015-08-23,DKI1 (Bunderan HI),68.0,31.0,14.0,51.0,20.0,68.0,PM10,SEDANG
2015-08-24,DKI1 (Bunderan HI),69.0,33.0,24.0,43.0,21.0,69.0,PM10,SEDANG
2015-08-25,DKI1 (Bunderan HI),72.0,34.0,21.0,55.0,21.0,72.0,PM10,SEDANG
2015-08-26,DKI1 (Bunderan HI),74.0,35.0,24.0,44.0,26.0,74.0,PM10,SEDANG
2015-08-27,DKI1 (Bunderan HI),71.0,34.0,22.0,53.0,22.0,71.0,PM10,SEDANG
2015-08-28,DKI1 (Bunderan HI),72.0,32.0,23.0,41.0,24.0,72.0,PM10,SEDANG
2015-08-29,DKI1 (Bunderan HI),71.0,32.0,21.0,41.0,15.0,71.0,PM10,SEDANG
2015-08-30,DKI1 (Bunderan HI),59.0,30.0,13.0,59.0,13.0,59.0,PM10,SEDANG
2015-08-31,DKI1 (Bunderan HI),63.0,31.0,17.0,56.0,24.0,63.0,PM10,SEDANG
2015-08-01,DKI2 (Kelapa Gading),67.0,24.0,23.0,47.0,17.0,67.0,PM10,SEDANG
2015-08-02,DKI2 (Kelapa Gading),74.0,15.0,15.0,59.0,11.0,74.0,PM10,SEDANG
2015-08-03,DKI2 (Kelapa Gading),61.0,12.0,12.0,40.0,10.0,61.0,PM10,SEDANG
2015-08-04,DKI2 (Kelapa Gading),78.0,36.0,22.0,61.0,19.0,78.0,PM10,SEDANG
2015-08-05,DKI2 (Kelapa Gading),79.0,20.0,16.0,57.0,19.0,79.0,PM10,SEDANG
2015-08-06,DKI2 (Kelapa Gading),69.0,15.0,12.0,46.0,16.0,69.0,PM10,SEDANG
2015-08-07,DKI2 (Kelapa Gading),60.0,15.0,15.0,66.0,15.0,66.0,O3,SEDANG
2015-08-08,DKI2 (Kelapa Gading),65.0,12.0,12.0,76.0,14.0,76.0,O3,SEDANG
2015-08-09,DKI2 (Kelapa Gading),70.0,13.0,11.0,50.0,14.0,70.0,PM10,SEDANG
2015-08-10,DKI2 (Kelapa Gading),61.0,15.0,8.0,51.0,12.0,61.0,PM10,SEDANG
2015-08-11,DKI2 (Kelapa Gading),63.0,18.0,8.0,43.0,12.0,63.0,PM10,SEDANG
2015-08-12,DKI2 (Kelapa Gading),65.0,13.0,9.0,55.0,12.0,65.0,PM10,SEDANG
2015-08-13,DKI2 (Kelapa Gading),60.0,10.0,10.0,48.0,11.0,60.0,PM10,SEDANG
2015-08-14,DKI2 (Kelapa Gading),56.0,10.0,8.0,30.0,9.0,56.0,PM10,SEDANG
2015-08-15,DKI2 (Kelapa Gading),58.0,13.0,8.0,50.0,10.0,58.0,PM10,SEDANG
2015-08-16,DKI2 (Kelapa Gading),58.0,12.0,6.0,49.0,8.0,58.0,PM10,SEDANG
2015-08-17,DKI2 (Kelapa Gading),52.0,12.0,6.0,50.0,8.0,52.0,PM10,SEDANG
2015-08-18,DKI2 (Kelapa Gading),61.0,11.0,10.0,53.0,12.0,61.0,PM10,SEDANG
2015-08-19,DKI2 (Kelapa Gading),60.0,12.0,7.0,46.0,9.0,60.0,PM10,SEDANG
2015-08-20,DKI2 (Kelapa Gading),64.0,11.0,13.0,62.0,13.0,64.0,PM10,SEDANG
2015-08-21,DKI2 (Kelapa Gading),64.0,13.0,11.0,74.0,15.0,74.0,O3,SEDANG
2015-08-22,DKI2 (Kelapa Gading),71.0,18.0,14.0,60.0,13.0,71.0,PM10,SEDANG
2015-08-23,DKI2 (Kelapa Gading),65.0,13.0,10.0,53.0,9.0,65.0,PM10,SEDANG
2015-08-24,DKI2 (Kelapa Gading),72.0,21.0,14.0,59.0,17.0,72.0,PM10,SEDANG
2015-08-25,DKI2 (Kelapa Gading),67.0,17.0,12.0,50.0,14.0,67.0,PM10,SEDANG
2015-08-26,DKI2 (Kelapa Gading),63.0,11.0,11.0,42.0,12.0,63.0,PM10,SEDANG
2015-08-27,DKI2 (Kelapa Gading),67.0,15.0,11.0,58.0,14.0,67.0,PM10,SEDANG
2015-08-28,DKI2 (Kelapa Gading),67.0,13.0,8.0,42.0,14.0,67.0,PM10,SEDANG
2015-08-29,DKI2 (Kelapa Gading),68.0,13.0,10.0,47.0,13.0,68.0,PM10,SEDANG
2015-08-30,DKI2 (Kelapa Gading),55.0,13.0,9.0,55.0,9.0,55.0,PM10,SEDANG
2015-08-01,DKI3 (Jagakarsa),13.0,14.0,28.0,91.0,6.0,91.0,O3,SEDANG
2015-08-02,DKI3 (Jagakarsa),17.0,15.0,28.0,94.0,6.0,94.0,O3,SEDANG
2015-08-03,DKI3 (Jagakarsa),12.0,16.0,20.0,69.0,9.0,69.0,O3,SEDANG
2015-08-04,DKI3 (Jagakarsa),20.0,15.0,37.0,85.0,13.0,85.0,O3,SEDANG
2015-08-05,DKI3 (Jagakarsa),14.0,14.0,21.0,73.0,10.0,73.0,O3,SEDANG
2015-08-06,DKI3 (Jagakarsa),16.0,14.0,21.0,84.0,7.0,84.0,O3,SEDANG
2015-08-07,DKI3 (Jagakarsa),23.0,15.0,18.0,88.0,8.0,88.0,O3,SEDANG
2015-08-08,DKI3 (Jagakarsa),17.0,15.0,22.0,95.0,9.0,95.0,O3,SEDANG
2015-08-09,DKI3 (Jagakarsa),25.0,15.0,31.0,71.0,10.0,71.0,O3,SEDANG
2015-08-10,DKI3 (Jagakarsa),14.0,15.0,23.0,59.0,13.0,59.0,O3,SEDANG
2015-08-11,DKI3 (Jagakarsa),13.0,16.0,21.0,74.0,9.0,74.0,O3,SEDANG
2015-08-12,DKI3 (Jagakarsa),11.0,14.0,21.0,74.0,6.0,74.0,O3,SEDANG
2015-08-13,DKI3 (Jagakarsa),17.0,13.0,28.0,83.0,12.0,83.0,O3,SEDANG
2015-08-14,DKI3 (Jagakarsa),13.0,14.0,21.0,56.0,6.0,56.0,O3,SEDANG
2015-08-15,DKI3 (Jagakarsa),11.0,16.0,22.0,75.0,8.0,75.0,O3,SEDANG
2015-08-16,DKI3 (Jagakarsa),13.0,15.0,20.0,68.0,8.0,68.0,O3,SEDANG
2015-08-17,DKI3 (Jagakarsa),9.0,15.0,18.0,77.0,5.0,77.0,O3,SEDANG
2015-08-18,DKI3 (Jagakarsa),11.0,16.0,18.0,79.0,8.0,79.0,O3,SEDANG
2015-08-19,DKI3 (Jagakarsa),16.0,15.0,19.0,82.0,8.0,82.0,O3,SEDANG
2015-08-20,DKI3 (Jagakarsa),16.0,14.0,21.0,92.0,10.0,92.0,O3,SEDANG
2015-08-21,DKI3 (Jagakarsa),15.0,14.0,19.0,98.0,8.0,98.0,O3,SEDANG
2015-08-22,DKI3 (Jagakarsa),11.0,14.0,15.0,96.0,5.0,96.0,O3,SEDANG
2015-08-23,DKI3 (Jagakarsa),13.0,15.0,22.0,77.0,7.0,77.0,O3,SEDANG
2015-08-24,DKI3 (Jagakarsa),17.0,15.0,17.0,84.0,5.0,84.0,O3,SEDANG
2015-08-25,DKI3 (Jagakarsa),19.0,15.0,25.0,102.0,9.0,102.0,O3,TIDAK SEHAT
2015-08-26,DKI3 (Jagakarsa),11.0,15.0,23.0,95.0,13.0,95.0,O3,SEDANG
2015-08-27,DKI3 (Jagakarsa),13.0,14.0,25.0,83.0,9.0,83.0,O3,SEDANG
2015-08-28,DKI3 (Jagakarsa),13.0,15.0,21.0,75.0,8.0,75.0,O3,SEDANG
2015-08-29,DKI3 (Jagakarsa),13.0,15.0,26.0,100.0,8.0,100.0,O3,SEDANG
2015-08-30,DKI3 (Jagakarsa),9.0,14.0,19.0,75.0,5.0,75.0,O3,SEDANG
2015-08-31,DKI3 (Jagakarsa),13.0,15.0,19.0,92.0,6.0,92.0,O3,SEDANG
2015-08-01,DKI4 (Lubang Buaya),81.0,32.0,11.0,63.0,15.0,81.0,PM10,SEDANG
2015-08-02,DKI4 (Lubang Buaya),86.0,26.0,9.0,61.0,9.0,86.0,PM10,SEDANG
2015-08-03,DKI4 (Lubang Buaya),67.0,27.0,7.0,47.0,12.0,67.0,PM10,SEDANG
2015-08-04,DKI4 (Lubang Buaya),101.0,29.0,12.0,75.0,16.0,101.0,PM10,TIDAK SEHAT
2015-08-05,DKI4 (Lubang Buaya),91.0,29.0,8.0,57.0,15.0,91.0,PM10,SEDANG
2015-08-06,DKI4 (Lubang Buaya),86.0,27.0,8.0,56.0,15.0,86.0,PM10,SEDANG
2015-08-07,DKI4 (Lubang Buaya),62.0,26.0,7.0,82.0,10.0,82.0,O3,SEDANG
2015-08-08,DKI4 (Lubang Buaya),70.0,27.0,7.0,72.0,12.0,72.0,O3,SEDANG
2015-08-09,DKI4 (Lubang Buaya),76.0,28.0,7.0,45.0,9.0,76.0,PM10,SEDANG
2015-08-10,DKI4 (Lubang Buaya),68.0,28.0,6.0,44.0,8.0,68.0,PM10,SEDANG
2015-08-11,DKI4 (Lubang Buaya),75.0,28.0,7.0,45.0,10.0,75.0,PM10,SEDANG
2015-08-12,DKI4 (Lubang Buaya),66.0,25.0,6.0,73.0,9.0,73.0,O3,SEDANG
2015-08-13,DKI4 (Lubang Buaya),92.0,25.0,13.0,43.0,12.0,92.0,PM10,SEDANG
2015-08-14,DKI4 (Lubang Buaya),65.0,25.0,6.0,32.0,8.0,65.0,PM10,SEDANG
2015-08-15,DKI4 (Lubang Buaya),70.0,29.0,6.0,46.0,11.0,70.0,PM10,SEDANG
2015-08-25,DKI4 (Lubang Buaya),96.0,28.0,7.0,71.0,12.0,96.0,PM10,SEDANG
2015-08-26,DKI4 (Lubang Buaya),110.0,28.0,7.0,62.0,9.0,110.0,PM10,TIDAK SEHAT
2015-08-27,DKI4 (Lubang Buaya),97.0,27.0,7.0,49.0,12.0,97.0,PM10,SEDANG
2015-08-28,DKI4 (Lubang Buaya),88.0,28.0,6.0,47.0,10.0,88.0,PM10,SEDANG
2015-08-29,DKI4 (Lubang Buaya),81.0,28.0,7.0,54.0,10.0,81.0,PM10,SEDANG
2015-08-30,DKI4 (Lubang Buaya),80.0,30.0,5.0,56.0,8.0,80.0,PM10,SEDANG
2015-08-31,DKI4 (Lubang Buaya),69.0,28.0,5.0,68.0,9.0,69.0,PM10,SEDANG
2015-08-01,DKI5 (Kebon Jeruk),69.0,9.0,29.0,59.0,12.0,69.0,PM10,SEDANG
2015-08-02,DKI5 (Kebon Jeruk),66.0,9.0,24.0,89.0,11.0,89.0,O3,SEDANG
2015-08-03,DKI5 (Kebon Jeruk),62.0,11.0,17.0,39.0,13.0,62.0,PM10,SEDANG
2015-08-04,DKI5 (Kebon Jeruk),75.0,13.0,30.0,86.0,14.0,86.0,O3,SEDANG
2015-08-05,DKI5 (Kebon Jeruk),63.0,11.0,19.0,64.0,11.0,64.0,O3,SEDANG
2015-08-06,DKI5 (Kebon Jeruk),62.0,12.0,19.0,68.0,14.0,68.0,O3,SEDANG
2015-08-07,DKI5 (Kebon Jeruk),60.0,10.0,17.0,76.0,9.0,76.0,O3,SEDANG
2015-08-08,DKI5 (Kebon Jeruk),57.0,10.0,15.0,73.0,8.0,73.0,O3,SEDANG
2015-08-09,DKI5 (Kebon Jeruk),69.0,11.0,19.0,45.0,14.0,69.0,PM10,SEDANG
2015-08-10,DKI5 (Kebon Jeruk),58.0,12.0,15.0,41.0,9.0,58.0,PM10,SEDANG
2015-08-11,DKI5 (Kebon Jeruk),53.0,12.0,15.0,48.0,10.0,53.0,PM10,SEDANG
2015-08-12,DKI5 (Kebon Jeruk),55.0,11.0,14.0,62.0,10.0,62.0,O3,SEDANG
2015-08-13,DKI5 (Kebon Jeruk),69.0,10.0,24.0,44.0,14.0,69.0,PM10,SEDANG
2015-08-14,DKI5 (Kebon Jeruk),56.0,10.0,17.0,34.0,10.0,56.0,PM10,SEDANG
2015-08-15,DKI5 (Kebon Jeruk),56.0,12.0,12.0,57.0,12.0,57.0,O3,SEDANG
2015-08-16,DKI5 (Kebon Jeruk),58.0,11.0,11.0,48.0,11.0,58.0,PM10,SEDANG
2015-08-17,DKI5 (Kebon Jeruk),57.0,11.0,10.0,49.0,8.0,57.0,PM10,SEDANG
2015-08-18,DKI5 (Kebon Jeruk),57.0,12.0,13.0,45.0,10.0,57.0,PM10,SEDANG
2015-08-19,DKI5 (Kebon Jeruk),60.0,12.0,14.0,61.0,12.0,61.0,O3,SEDANG
2015-08-20,DKI5 (Kebon Jeruk),73.0,10.0,23.0,75.0,12.0,75.0,O3,SEDANG
2015-08-21,DKI5 (Kebon Jeruk),63.0,10.0,22.0,82.0,11.0,82.0,O3,SEDANG
2015-08-22,DKI5 (Kebon Jeruk),61.0,11.0,16.0,79.0,10.0,79.0,O3,SEDANG
2015-08-23,DKI5 (Kebon Jeruk),64.0,10.0,17.0,53.0,9.0,64.0,PM10,SEDANG
2015-08-24,DKI5 (Kebon Jeruk),63.0,11.0,15.0,62.0,9.0,63.0,PM10,SEDANG
2015-08-25,DKI5 (Kebon Jeruk),66.0,13.0,20.0,73.0,12.0,73.0,O3,SEDANG
2015-08-26,DKI5 (Kebon Jeruk),68.0,14.0,20.0,65.0,13.0,68.0,PM10,SEDANG
2015-08-27,DKI5 (Kebon Jeruk),71.0,12.0,24.0,54.0,13.0,71.0,PM10,SEDANG
2015-08-28,DKI5 (Kebon Jeruk),61.0,12.0,18.0,50.0,10.0,61.0,PM10,SEDANG
2015-08-29,DKI5 (Kebon Jeruk),62.0,12.0,17.0,52.0,12.0,62.0,PM10,SEDANG
2015-08-30,DKI5 (Kebon Jeruk),57.0,10.0,14.0,70.0,8.0,70.0,O3,SEDANG
2015-08-31,DKI5 (Kebon Jeruk),60.0,11.0,19.0,81.0,9.0,81.0,O3,SEDANG
2015-09-01,DKI1 (Bunderan HI),66.0,34.0,17.0,59.0,24.0,66.0,PM10,SEDANG
2015-09-02,DKI1 (Bunderan HI),74.0,39.0,21.0,43.0,25.0,74.0,PM10,SEDANG
2015-09-03,DKI1 (Bunderan HI),75.0,37.0,22.0,44.0,21.0,75.0,PM10,SEDANG
2015-09-04,DKI1 (Bunderan HI),67.0,35.0,21.0,42.0,19.0,67.0,PM10,SEDANG
2015-09-05,DKI1 (Bunderan HI),59.0,33.0,17.0,55.0,18.0,59.0,PM10,SEDANG
2015-09-06,DKI1 (Bunderan HI),64.0,32.0,14.0,58.0,16.0,64.0,PM10,SEDANG
2015-09-07,DKI1 (Bunderan HI),66.0,33.0,24.0,44.0,20.0,66.0,PM10,SEDANG
2015-09-08,DKI1 (Bunderan HI),70.0,33.0,23.0,53.0,18.0,70.0,PM10,SEDANG
2015-09-09,DKI1 (Bunderan HI),72.0,31.0,25.0,59.0,23.0,72.0,PM10,SEDANG
2015-09-10,DKI1 (Bunderan HI),70.0,35.0,26.0,52.0,24.0,70.0,PM10,SEDANG
2015-09-11,DKI1 (Bunderan HI),70.0,34.0,25.0,47.0,18.0,70.0,PM10,SEDANG
2015-09-12,DKI1 (Bunderan HI),69.0,31.0,20.0,49.0,17.0,69.0,PM10,SEDANG
2015-09-13,DKI1 (Bunderan HI),61.0,29.0,15.0,57.0,13.0,61.0,PM10,SEDANG
2015-09-14,DKI1 (Bunderan HI),64.0,28.0,17.0,65.0,19.0,65.0,O3,SEDANG
2015-09-15,DKI1 (Bunderan HI),75.0,31.0,27.0,45.0,23.0,75.0,PM10,SEDANG
2015-09-16,DKI1 (Bunderan HI),65.0,31.0,23.0,44.0,17.0,65.0,PM10,SEDANG
2015-09-17,DKI1 (Bunderan HI),67.0,33.0,23.0,46.0,16.0,67.0,PM10,SEDANG
2015-09-18,DKI1 (Bunderan HI),68.0,31.0,22.0,39.0,14.0,68.0,PM10,SEDANG
2015-09-19,DKI1 (Bunderan HI),67.0,33.0,21.0,38.0,17.0,67.0,PM10,SEDANG
2015-09-22,DKI1 (Bunderan HI),83.0,34.0,29.0,46.0,24.0,83.0,PM10,SEDANG
2015-09-23,DKI1 (Bunderan HI),82.0,37.0,29.0,71.0,23.0,82.0,PM10,SEDANG
2015-09-24,DKI1 (Bunderan HI),83.0,33.0,35.0,66.0,23.0,83.0,PM10,SEDANG
2015-09-25,DKI1 (Bunderan HI),79.0,32.0,21.0,65.0,19.0,79.0,PM10,SEDANG
